paid_status,gender,education,married_status,city,province,agerange,Age,salary,Category
Paid,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,26,4,Excellent
Paid,Male,Post Graduate,Married,Ambattur,TAMIL NADU,>35,37,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,<25,24,5,Excellent
Paid,Male,Post Graduate,Unmarried,Krosuru,ANDHRA PRADESH,<25,24,4,Excellent
Paid,Female,Post Graduate,Unmarried,Hyderabad,Telangana,<25,24,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,27,4,Excellent
Pending Payment,Male,Self Employed,Unmarried,Aurangabad,MAHARASHTRA,25-35,27,4,Excellent
Pending Payment,Male,Self Employed,Unmarried,Guntur,ANDHRA PRADESH,25-35,32,3,Excellent
Paid,Male,Graduate,Unmarried,Rajkot,GUJARAT,25-35,29,5,Excellent
Pending Payment,Male,Graduate,Unmarried,Chennai,TAMIL NADU,<25,24,3,Excellent
Paid,Male,Post Graduate,Unmarried,Cuddalore,TAMIL NADU,25-35,29,4,Excellent
Pending Payment,Male,Self Employed,Unmarried,Bengaluru,Karnataka,25-35,26,5,Excellent
Paid,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,>35,37,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,25,4,Excellent
Paid,Male,Graduate,Unmarried,Bardoli,GUJARAT,25-35,25,4,Excellent
Paid,Male,Post Graduate,Unmarried,Panvel,MAHARASHTRA,25-35,35,4,Excellent
Paid,Male,Post Graduate,Married,Hyderabad,Telangana,>35,39,4,Excellent
Paid,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,27,4,Excellent
Paid,Male,Self Employed,Unmarried,Mumbai,Maharashtra,<25,24,4,Excellent
Paid,Male,Post Graduate,Married,Indore,MADHYA PRADESH,25-35,30,5,Excellent
Paid,Male,Self Employed,Unmarried,Mysore,KARNATAKA,<25,24,4,Excellent
Paid,Male,Post Graduate,Married,Indore,MADHYA PRADESH,25-35,30,5,Excellent
Paid,Male,Self Employed,Married,Chennai,TAMIL NADU,25-35,32,4,Excellent
Paid,Male,Graduate,Unmarried,Rajkot,GUJARAT,25-35,27,5,Excellent
Paid,Male,Graduate,Married,Kozhikode,KERALA,25-35,27,4,Excellent
Paid,Male,Post Graduate,Unmarried,Hospet,KARNATAKA,25-35,30,4,Excellent
Pending Payment,Male,Graduate,Married,NA,MAHARASHTRA,>35,36,4,Fair
Paid,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,32,4,Fair
Paid,Female,Post Graduate,Unmarried,Haveli,MAHARASHTRA,<25,24,4,Fair
Pending Payment,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,29,4,Fair
Pending Payment,Female,10th-12th,Married,Mumbai,MAHARASHTRA,25-35,30,4,Fair
Paid,Male,Graduate,Married,Chorasi,GUJARAT,>35,40,5,Fair
Paid,Male,Post Graduate,Married,Aurangabad,MAHARASHTRA,>35,40,4,Fair
Pending Payment,Male,Self Employed,Unmarried,Belgaum,Karnataka,25-35,35,4,Fair
Paid,Male,Graduate,Unmarried,Surat City,GUJARAT,25-35,32,4,Fair
Paid,Male,Graduate,Married,Aurangabad,MAHARASHTRA,25-35,30,5,Fair
Paid,Male,10th-12th,Unmarried,Bangalore North,KARNATAKA,25-35,33,4,Fair
Paid,Male,Post Graduate,Unmarried,Tiruchirappalli,TAMIL NADU,25-35,28,4,Fair
Paid,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,26,4,Fair
Pending Payment,Male,Graduate,Unmarried,Mumbai,Maharashtra,25-35,27,4,Fair
Pending Payment,Male,Post Graduate,Married,Surat,Gujarat,25-35,29,4,Fair
Paid,Male,Self Employed,Married,Thane,MAHARASHTRA,>35,38,6,Fair
Paid,Male,Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,28,4,Fair
Paid,Male,Graduate,Married,Daskroi,GUJARAT,>35,36,5,Good
Paid,Male,Graduate,Married,Chorasi,GUJARAT,25-35,25,4,Good
Paid,Male,Graduate,Married,Olpad,GUJARAT,25-35,30,4,Good
Paid,Male,Self Employed,Unmarried,Indore,MADHYA PRADESH,25-35,28,4,Good
Pending Payment,Male,Graduate,Married,Coimbatore South,TAMIL NADU,>35,36,4,Good
Pending Payment,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,24,4,Good
Pending Payment,Male,Graduate,Unmarried,Chennai,TAMIL NADU,25-35,32,5,Good
Pending Payment,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,26,5,Good
Pending Payment,Male,Graduate,Married,Belgaum,KARNATAKA,>35,37,4,Good
Paid,Male,Post Graduate,Married,Poonamallee,TAMIL NADU,>35,40,4,Good
Paid,Male,Post Graduate,Married,Aurangabad,MAHARASHTRA,>35,36,4,Good
Paid,Male,Graduate,Unmarried,Visakhapatnam,ANDHRA PRADESH,25-35,26,4,Good
Pending Payment,Male,Post Graduate,Unmarried,Mysore,KARNATAKA,<25,23,4,Good
Paid,Male,Post Graduate,Unmarried,Warangal,TELANGANA,>35,37,4,Good
Pending Payment,Male,Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,28,4,Good
Paid,Male,Graduate,Unmarried,Hyderabad,Telangana,<25,23,4,Good
Paid,Male,Post Graduate,Married,Bhopal,Madhya Pradesh,>35,39,4,Bad
Paid,Male,Self Employed,Married,Jaipur,Rajasthan,>35,37,4,Bad
Paid,Male,Post Graduate,Unmarried,Sanand,GUJARAT,25-35,28,6,Bad
Paid,Female,Post Graduate,Married,Chennai,TAMIL NADU,25-35,25,4,Bad
Paid,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,25,4,Bad
Pending Payment,Male,Post Graduate,Unmarried,Chanchal,WEST BENGAL,25-35,29,5,Bad
Pending Payment,Male,Graduate,Married,Chennai,TAMIL NADU,25-35,29,5,Bad
Paid,Male,Graduate,Unmarried,Bengaluru,Karnataka,25-35,26,4,Bad
Paid,Male,Post Graduate,Unmarried,Tiruchirappalli,TAMIL NADU,25-35,29,4,Bad
Pending Payment,Male,Post Graduate,Unmarried,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,34,4,Bad
Paid,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,25,4,Bad
Pending Payment,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,33,5,Bad
Paid,Male,Graduate,Unmarried,Gandhi Nagar,GUJARAT,25-35,27,4,Bad
Paid,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,30,4,Bad
Paid,Male,Self Employed,Married,Gangapur,MAHARASHTRA,25-35,33,4,Bad
Paid,Male,Post Graduate,Unmarried,Hospet,KARNATAKA,25-35,25,3,Bad
Paid,Male,Graduate,Married,Bangalore South,KARNATAKA,>35,38,3,Bad
Pending Payment,Male,Graduate,Married,Ponneri,TAMIL NADU,25-35,29,4,Bad
Pending Payment,Male,10th-12th,Married,Surat,Gujarat,25-35,25,4,Bad
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,29,5,Bad
Pending Payment,Male,Post Graduate,Unmarried,Surat,Gujarat,25-35,27,4,Bad
Paid,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,25-35,28,4,Excellent
Paid,Male,Post Graduate,Unmarried,Bathinda,PUNJAB,<25,23,5,Excellent
Paid,Male,Post Graduate,Unmarried,Mukundapuram,KERALA,25-35,27,6,Excellent
Pending Payment,Male,Post Graduate,Married,Rajendranagar,TELANGANA,25-35,34,4,Excellent
Paid,Male,10th-12th,Unmarried,Bilasipara,ASSAM,<25,24,4,Excellent
Pending Payment,Male,Graduate,Unmarried,Loni,UTTAR PRADESH,25-35,27,4,Excellent
Paid,Male,Self Employed,Unmarried,NA,MAHARASHTRA,25-35,29,6,Excellent
Paid,Male,Graduate,Unmarried,Vasai,MAHARASHTRA,25-35,30,4,Excellent
Paid,Male,Graduate,Married,Tiruppur,TAMIL NADU,25-35,27,4,Excellent
Paid,Male,Post Graduate,Unmarried,Belgaum,KARNATAKA,25-35,25,4,Excellent
Paid,Male,Self Employed,Married,Hyderabad,Telangana,>35,39,4,Excellent
Paid,Male,Post Graduate,Unmarried,Kolhapur,Maharashtra,25-35,35,4,Excellent
Paid,Male,Post Graduate,Unmarried,Kota,RAJASTHAN,25-35,27,4,Excellent
Paid,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,25-35,32,5,Excellent
Paid,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,33,3,Excellent
Paid,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,26,4,Excellent
Paid,Male,Post Graduate,Unmarried,Vasai,MAHARASHTRA,25-35,32,4,Excellent
Paid,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,28,4,Excellent
Paid,Female,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,31,4,Excellent
Paid,Male,Post Graduate,Unmarried,Digha,MAHARASHTRA,25-35,35,5,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,<25,23,3,Excellent
Pending Payment,Female,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,25,4,Excellent
Paid,Male,Graduate,Married,Regonda,TELANGANA,25-35,29,4,Excellent
Paid,Female,Post Graduate,Married,Chennai,TAMIL NADU,25-35,33,4,Excellent
Paid,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,<25,24,4,Excellent
Paid,Male,Graduate,Married,Surat,GUJARAT,25-35,25,5,Excellent
Paid,Female,Post Graduate,Married,Bangalore North,KARNATAKA,>35,40,4,Excellent
Paid,Female,Post Graduate,Married,Hyderabad,Telangana,25-35,28,4,Fair
Paid,Male,Self Employed,Unmarried,Ahmadabad City,GUJARAT,25-35,28,4,Fair
Paid,Male,Graduate,Unmarried,Hyderabad,Telangana,25-35,26,5,Fair
Paid,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,26,4,Fair
Paid,Male,Post Graduate,Married,Coimbatore,Tamil Nadu,25-35,33,6,Fair
Paid,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,25-35,28,4,Fair
Paid,Male,Post Graduate,Married,Piduguralla,ANDHRA PRADESH,>35,39,4,Fair
Paid,Male,Post Graduate,Married,Kolkata,WEST BENGAL,>35,37,4,Fair
Paid,Male,Post Graduate,Married,Mahabubabad,TELANGANA,25-35,33,4,Fair
Paid,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,28,4,Fair
Paid,Male,Graduate,Married,Surat City,GUJARAT,>35,38,3,Fair
Pending Payment,Male,Post Graduate,Unmarried,Maval,MAHARASHTRA,<25,24,4,Good
Paid,Male,Graduate,Unmarried,Kamrej,GUJARAT,25-35,29,4,Good
Paid,Male,Graduate,Married,Ponneri,TAMIL NADU,25-35,32,4,Good
Pending Payment,Male,Graduate,Unmarried,Nashik,Maharashtra,25-35,26,4,Good
Paid,Male,Post Graduate,Married,Ahmadabad City,GUJARAT,>35,37,4,Good
Paid,Male,Self Employed,Unmarried,Hyderabad,Telangana,<25,23,4,Good
Paid,Male,Graduate,Unmarried,Salem,TAMIL NADU,25-35,29,4,Good
Paid,Male,Self Employed,Unmarried,Coimbatore,Tamil Nadu,25-35,28,4,Good
Paid,Male,Graduate,Married,Hyderabad,Telangana,25-35,34,5,Good
Paid,Male,Self Employed,Married,Coimbatore,Tamil Nadu,>35,37,6,Bad
Paid,Male,Post Graduate,Unmarried,Hyderabad,TELANGANA,25-35,28,4,Bad
Paid,Female,Self Employed,Unmarried,Bangalore North,KARNATAKA,<25,24,4,Bad
Pending Payment,Male,Self Employed,Unmarried,Bengaluru,Karnataka,25-35,33,4,Bad
Pending Payment,Male,10th-12th,Married,Bengaluru,Karnataka,25-35,30,4,Bad
Paid,Male,Post Graduate,Married,Rajahmundry (Urban),ANDHRA PRADESH,>35,40,4,Fair
Paid,Male,Post Graduate,Unmarried,Dadar,MAHARASHTRA,25-35,32,5,Bad
Paid,Male,Graduate,Married,Thane,MAHARASHTRA,>35,38,4,Bad
Paid,Male,Post Graduate,Unmarried,Khairatabad,TELANGANA,25-35,35,5,Bad
Pending Payment,Male,Post Graduate,Unmarried,Egmore Nungambakkam,TAMIL NADU,25-35,30,4,Bad
Paid,Male,10th-12th,Married,Palghar,MAHARASHTRA,25-35,31,4,Bad
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,<25,23,4,Bad
Paid,Male,Post Graduate,Married,Hyderabad,TELANGANA,25-35,34,4,Bad
Paid,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,<25,24,4,Bad
Paid,Male,Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,29,4,Bad
Paid,Male,Self Employed,Married,Kancheepuram,TAMIL NADU,25-35,29,4,Excellent
Pending Payment,Male,10th-12th,Married,Bangalore North,KARNATAKA,>35,39,4,Excellent
Paid,Male,Graduate,Unmarried,Tirupattur,TAMIL NADU,<25,23,4,Excellent
Paid,Male,Post Graduate,Married,Piduguralla,ANDHRA PRADESH,>35,39,4,Excellent
Paid,Male,Post Graduate,Unmarried,Ernakulam,KERALA,25-35,25,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Warangal,TELANGANA,25-35,31,5,Excellent
Paid,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,<25,24,6,Excellent
Paid,Female,Post Graduate,Unmarried,Pune City,MAHARASHTRA,>35,36,5,Fair
Paid,Female,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,<25,24,5,Fair
Paid,Male,Post Graduate,Unmarried,Visakhapatnam (Urban),ANDHRA PRADESH,25-35,27,4,Fair
Paid,Female,Self Employed,Unmarried,Ahmedabad,GUJARAT,25-35,31,4,Fair
Paid,Female,Self Employed,Unmarried,Chennai,TAMIL NADU,<25,23,4,Fair
Paid,Male,Graduate,Unmarried,Rajahmundry Rural,ANDHRA PRADESH,<25,24,5,Fair
Paid,Male,10th-12th,Unmarried,Bezera Block,ASSAM,<25,24,3,Fair
Pending Payment,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,32,4,Fair
Paid,Male,Post Graduate,Unmarried,Amravati,MAHARASHTRA,<25,24,6,Fair
Pending Payment,Male,Post Graduate,Married,Nagpur,MAHARASHTRA,25-35,33,4,Fair
Paid,Male,Self Employed,Unmarried,Krishna,ANDHRA PRADESH,<25,24,4,Fair
Paid,Female,Post Graduate,Married,Bangalore North,KARNATAKA,>35,40,4,Fair
Paid,Male,Self Employed,Married,Udumbanchola,KERALA,25-35,29,5,Fair
Paid,Male,Post Graduate,Married,Daskroi,GUJARAT,25-35,35,6,Good
Paid,Male,Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,34,4,Good
Paid,Male,Post Graduate,Unmarried,Guntur,Andhra Pradesh,25-35,31,4,Bad
Paid,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,25-35,29,4,Excellent
Paid,Male,Post Graduate,Married,Guntur,ANDHRA PRADESH,25-35,33,3,Fair
Pending Payment,Male,10th-12th,Unmarried,Nagpur,MAHARASHTRA,25-35,32,3,Bad
Paid,Male,Self Employed,Married,Jaipur,Rajasthan,>35,37,4,Bad
Paid,Male,Graduate,Unmarried,Bengaluru,Karnataka,<25,24,4,Bad
Paid,Male,Post Graduate,Married,Madurai,Tamil Nadu,>35,40,5,Bad
Paid,Male,Post Graduate,Unmarried,Chennai,TAMIL NADU,25-35,25,4,Bad
Paid,Male,Graduate,Unmarried,Bavla,GUJARAT,25-35,31,4,Bad
Paid,Male,Post Graduate,Unmarried,Aurangabad,MAHARASHTRA,25-35,28,4,Bad
Paid,Male,10th-12th,Unmarried,NA,MAHARASHTRA,25-35,32,4,Bad
Paid,Male,Graduate,Unmarried,Cuttack Sadar,ODISHA,25-35,30,4,Bad
Paid,Male,Post Graduate,Married,Dahisar West,MAHARASHTRA,>35,36,4,Bad
Paid,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,32,4,Bad
Paid,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,29,4,Bad
Pending Payment,Male,Graduate,Married,Madurai,Tamil Nadu,25-35,29,4,Excellent
Paid,Male,Self Employed,Married,Warangal,Telangana,25-35,34,5,Excellent
Paid,Female,Post Graduate,Unmarried,Egmore Nungambakkam,TAMIL NADU,>35,36,4,Excellent
Paid,Male,10th-12th,Married,Mumbai,Maharashtra,>35,38,4,Excellent
Paid,Male,Graduate,Married,Hyderabad,Telangana,>35,38,4,Excellent
Paid,Male,Graduate,Married,Mumbai,MAHARASHTRA,25-35,32,4,Excellent
Paid,Male,Post Graduate,Unmarried,S.v.peta,ANDHRA PRADESH,25-35,25,4,Excellent
Pending Payment,Male,Post Graduate,Unmarried,Tiruppur,TAMIL NADU,25-35,25,5,Excellent
Paid,Male,Self Employed,Unmarried,Jaipur,RAJASTHAN,25-35,27,4,Fair
Paid,Male,Post Graduate,Unmarried,Nagda,MADHYA PRADESH,25-35,27,4,Fair
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,26,4,Fair
Pending Payment,Female,Graduate,Married,Olpad,GUJARAT,25-35,30,4,Fair
Pending Payment,Male,Graduate,Unmarried,Hosur,TAMIL NADU,>35,37,4,Fair
Paid,Male,Post Graduate,Unmarried,Aurangabad,MAHARASHTRA,25-35,31,4,Fair
Pending Payment,Male,Graduate,Unmarried,NA,MAHARASHTRA,25-35,28,4,Fair
Pending Payment,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,26,4,Fair
Paid,Male,Post Graduate,Unmarried,Jabalpur,Madhya Pradesh,25-35,25,4,Fair
Paid,Female,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,32,4,Fair
Paid,Male,Self Employed,Married,Tiruchirappalli,TAMIL NADU,25-35,33,5,Fair
Paid,Male,Post Graduate,Unmarried,NA,MAHARASHTRA,25-35,35,4,Fair
Paid,Male,Graduate,Unmarried,NA,TAMIL NADU,25-35,28,4,Fair
Paid,Male,Post Graduate,Unmarried,North Solapur,MAHARASHTRA,>35,36,3,Fair
Paid,Male,Post Graduate,Married,Guntur,ANDHRA PRADESH,25-35,26,4,Fair
Paid,Male,Graduate,Unmarried,Chennai,Tamil Nadu,25-35,31,4,Fair
Paid,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,25,4,Good
Paid,Male,Post Graduate,Unmarried,Markapur,ANDHRA PRADESH,<25,23,4,Good
Paid,Male,Self Employed,Unmarried,Davanagere,KARNATAKA,<25,23,5,Good
Paid,Female,Graduate,Unmarried,Ahmedabad,Gujarat,25-35,32,5,Good
Paid,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,30,5,Good
Paid,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,29,4,Good
Paid,Male,Self Employed,Married,Kochi,Kerala,25-35,31,4,Good
Paid,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,26,4,Bad
Paid,Male,Post Graduate,Married,Jabalpur,MADHYA PRADESH,>35,38,3,Bad
Paid,Male,Post Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,>35,39,4,Bad
Paid,Male,Graduate,Unmarried,Madurai,Tamil Nadu,>35,38,5,Bad
Paid,Male,Graduate,Unmarried,Vasai,MAHARASHTRA,25-35,25,3,Excellent
Paid,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,29,5,Excellent
Paid,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,30,6,Excellent
Paid,Male,Post Graduate,Unmarried,Rajkot,GUJARAT,25-35,34,4,Excellent
Paid,Male,Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,25-35,25,4,Fair
Paid,Male,Graduate,Married,Mumbai,Maharashtra,25-35,33,4,Good
Paid,Male,Post Graduate,Married,Hyderabad,TELANGANA,25-35,28,5,Excellent
Paid,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,31,5,Good
Paid,Male,Post Graduate,Unmarried,Jaitpur,MADHYA PRADESH,<25,24,4,Bad
Paid,Male,Post Graduate,Unmarried,Vijayawada (Rural),ANDHRA PRADESH,25-35,26,4,Bad
Paid,Male,Post Graduate,Unmarried,Hyderabad,TELANGANA,>35,38,4,Bad
Paid,Male,Graduate,Unmarried,Kangayam,TAMIL NADU,25-35,29,6,Bad
Paid,Male,Graduate,Unmarried,Surat,GUJARAT,25-35,30,4,Excellent
Paid,Female,Self Employed,Married,Jaipur,RAJASTHAN,25-35,28,4,Excellent
Paid,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,30,5,Excellent
Paid,Male,Post Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,27,4,Excellent
Paid,Male,Self Employed,Married,Chennai,TAMIL NADU,25-35,32,4,Excellent
Paid,Male,Graduate,Married,Egmore Nungambakkam,TAMIL NADU,25-35,29,4,Excellent
Paid,Male,Post Graduate,Unmarried,NA,MAHARASHTRA,25-35,29,4,Excellent
Paid,Male,Post Graduate,Unmarried,City Ahmedabad,GUJARAT,25-35,25,4,Excellent
Paid,Male,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,27,3,Fair
Paid,Male,10th-12th,Married,Aurangabad,MAHARASHTRA,25-35,34,3,Fair
Paid,Male,Graduate,Married,Chinthakommadinne,ANDHRA PRADESH,>35,36,4,Good
Paid,Male,Graduate,Married,Hubli,KARNATAKA,>35,38,4,Good
Paid,Male,Self Employed,Unmarried,Surat City,GUJARAT,25-35,32,5,Good
Paid,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,25-35,28,4,Good
Paid,Male,NA,Unmarried,Mumbai,MAHARASHTRA,25-35,33,5,Bad
Paid,Male,Graduate,Married,Salem,TAMIL NADU,25-35,32,5,Bad
Paid,Female,Graduate,Married,Thane,MAHARASHTRA,>35,36,5,Bad
Paid,Male,Post Graduate,Unmarried,Vadodara,GUJARAT,25-35,28,4,Bad
Paid,Male,Post Graduate,Unmarried,Ernakulam,KERALA,25-35,29,4,Bad
Paid,Male,Post Graduate,Unmarried,Haveli,MAHARASHTRA,<25,24,4,Bad
Paid,Male,Graduate,Married,Indore,MADHYA PRADESH,<25,23,4,Bad
Paid,Male,Graduate,Married,Chorasi,GUJARAT,25-35,25,4,Excellent
Paid,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,35,6,Excellent
Paid,Male,Post Graduate,Unmarried,Poonamallee,TAMIL NADU,>35,36,5,Excellent
Paid,Male,Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,32,4,Fair
Paid,Male,Self Employed,Unmarried,Coimbatore North,TAMIL NADU,25-35,30,4,Fair
Paid,Female,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,27,5,Fair
Paid,Male,Post Graduate,Unmarried,Paradip,ODISHA,25-35,29,4,Fair
Paid,Male,Post Graduate,Unmarried,Thiruvananthapuram,Kerala,25-35,28,4,Fair
Paid,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,28,4,Good
Paid,Male,Post Graduate,Unmarried,Thane,MAHARASHTRA,25-35,35,4,Good
Paid,Male,Self Employed,Unmarried,Mambalam,TAMIL NADU,25-35,27,5,Bad
Paid,Male,Post Graduate,Unmarried,Warangal,TELANGANA,>35,37,4,Bad
Paid,Male,10th-12th,Unmarried,B.s.gram,ASSAM,25-35,29,4,Bad
Paid,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,26,4,Bad
Paid,Male,10th-12th,Unmarried,Mumbai,Maharashtra,25-35,32,4,Bad
Paid,Female,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,32,4,Bad
Paid,Male,Graduate,Married,Bhiwandi,MAHARASHTRA,>35,37,4,Bad
Paid,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,32,5,Bad
Paid,Male,Graduate,Married,Dabhoi,GUJARAT,25-35,32,4,Bad
Paid,Male,Post Graduate,Married,Vijayawada (Urban),ANDHRA PRADESH,>35,38,3,Bad
Paid,Male,Post Graduate,Unmarried,Macherla,ANDHRA PRADESH,25-35,27,4,Bad
Paid,Male,Post Graduate,Unmarried,Amberpet,TELANGANA,<25,24,4,Excellent
Paid,Male,Post Graduate,Unmarried,Tiruchirappalli,Tamil Nadu,25-35,29,5,Excellent
Paid,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,26,4,Excellent
Paid,Male,Post Graduate,Unmarried,Banglorenorth,KARNATAKA,25-35,35,4,Excellent
Paid,Male,Graduate,Married,Hyderabad,Telangana,>35,37,4,Excellent
Paid,Male,Post Graduate,Married,Pune City,MAHARASHTRA,25-35,29,4,Excellent
Paid,Male,Self Employed,Married,Qutubullapur,TELANGANA,25-35,34,5,Excellent
Paid,Male,Post Graduate,Unmarried,Hubli,KARNATAKA,25-35,28,5,Excellent
Paid,Male,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,27,4,Excellent
Paid,Male,Self Employed,Unmarried,Panvel,MAHARASHTRA,25-35,25,4,Excellent
Paid,Male,Self Employed,Married,NA,TAMIL NADU,>35,37,5,Excellent
Paid,Male,Self Employed,Unmarried,Gmc,ASSAM,25-35,35,4,Fair
Paid,Male,Post Graduate,Married,Daskroi,GUJARAT,25-35,28,4,Fair
Paid,Male,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,30,5,Fair
Paid,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,<25,24,4,Fair
Paid,Male,Graduate,Unmarried,Cuttack,Odisha,<25,23,3,Fair
Paid,Male,Self Employed,Unmarried,Anantapur,ANDHRA PRADESH,>35,36,5,Fair
Paid,Male,Post Graduate,Married,Hyderabad,Telangana,25-35,30,4,Fair
Paid,Male,Post Graduate,Unmarried,Solapur,Maharashtra,25-35,25,5,Fair
Paid,Male,10th-12th,Married,Malad West,MAHARASHTRA,>35,39,4,Fair
Paid,Male,Post Graduate,Unmarried,Saroornagar,TELANGANA,25-35,28,6,Good
Paid,Male,Graduate,Married,Nadiad,GUJARAT,>35,36,4,Good
Paid,Male,Post Graduate,Unmarried,Gmc,ASSAM,25-35,30,6,Good
Paid,Male,Graduate,Married,Ernakulam,KERALA,>35,37,4,Good
Paid,Male,Self Employed,Unmarried,Mylapore - Triplicane,TAMIL NADU,25-35,31,4,Good
Paid,Male,Graduate,Married,Nashik,MAHARASHTRA,>35,37,3,Good
Paid,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,>35,39,4,Good
Paid,Male,Self Employed,Unmarried,Vijayawada,Andhra Pradesh,25-35,26,3,Bad
Paid,Male,Graduate,Unmarried,Nashik,MAHARASHTRA,>35,39,5,Bad
Paid,Male,Self Employed,Unmarried,Ahmedabad,Gujarat,25-35,28,4,Bad
Paid,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,25,4,Bad
Paid,Male,Post Graduate,Unmarried,Gandhinagar,GUJARAT,25-35,28,4,Bad
Paid,Male,Graduate,Unmarried,Vadodara,GUJARAT,25-35,35,4,Bad
Paid,Male,Post Graduate,Married,Tirupati Rural,ANDHRA PRADESH,>35,36,4,Bad
Paid,Male,Post Graduate,Married,Warangal,Telangana,>35,37,4,Bad
Paid,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,26,4,Bad
Paid,Female,Self Employed,Married,Bangalore South,KARNATAKA,25-35,30,4,Bad
Paid,Male,Self Employed,Married,Karvir,MAHARASHTRA,25-35,32,4,Excellent
Paid,Male,Self Employed,Married,Chennai,Tamil Nadu,25-35,33,4,Excellent
